# Gene expression in TPM for each run in  study SRP066611
	SRR2954987	SRR2954988	SRR2954989	SRR2954990	SRR2954991	SRR2954992	SRR2954999	SRR2955000	SRR2955001	SRR2954996	SRR2954997	SRR2954998	SRR2955005	SRR2955006	SRR2954993	SRR2954994	SRR2954995	SRR2955002	SRR2955003	SRR2955004
WBGene00227384	11.95	8.76	22.17	10.03	17.33	8.97	4.75	3.29	3.42	4.01	0	10.25	1.78	3.17	5.7	11.05	0	2.01	5.42	3.11
WBGene00227385	112.07	101.39	98.66	85.98	79.6	59.35	71.96	54.46	80.77	95.4	91.75	105.87	88.12	81.89	94.26	94.58	118.07	62.46	82.18	51.41
WBGene00227386	5.74	4.93	10.66	15.79	19.26	6.73	11.87	18.53	9.77	6.9	13.32	19.21	11.1	11.89	5.35	17.76	1.93	15.11	9.04	7.77
WBGene00227387	286.55	346.7	331.67	351.4	374.62	425.67	341.64	412.53	372.33	467.97	378.57	395.9	421.37	299.87	322.86	403.73	501.97	370.45	332.34	314.87
WBGene00227388	113.12	127.17	138.93	123.6	147.12	112.74	112.86	106.24	116.11	63.89	105.51	173.94	102.55	161.44	179.07	123.24	57.67	150.49	125.81	124.05
WBGene00227389	35.34	47.03	38.25	37.2	32.4	33.07	34.24	31.67	22.7	10.05	32.72	57.46	18.5	10.16	14.85	26.55	4.95	24.21	30.41	36.12
WBGene00227390	117.53	70.37	175.29	104.07	81.67	80.73	69.16	86.78	65.93	30.95	82.16	85.59	52.52	97.77	89.76	87.21	27.78	80.27	92.92	83.92
WBGene00227391	5.3	12.62	16.37	12.84	3.7	17.24	12.16	18.98	6.57	3.85	10.23	34.44	3.41	6.09	10.95	6.06	2.97	11.61	10.41	11.94
WBGene00227392	29.05	41.54	31.09	33.57	34.34	24.73	21.17	32.7	23.56	11.39	23.03	46.71	29.52	13.49	27.73	31.98	5.63	39.19	21.24	32.76
WBGene00227393	2.08	0.99	0	1.68	0	0	0	0	7.75	1.14	0	0	0	0	0	3.58	3.5	0	0	0
WBGene00227395	98.78	147.47	79.49	100.39	97.4	62.41	76.3	68.98	46.33	47.58	88.41	111.33	65.99	66.38	84.48	76.08	25.62	66.87	65.7	78.63
WBGene00227396	23.58	15.42	55.94	43.21	33.32	42.83	31.16	29.47	33.52	5.69	18.01	44.31	16.96	15.13	30.61	10.36	2.76	42.07	6.47	51.01
WBGene00227397	81.33	67.94	112.04	96.66	101.24	77.06	88.76	96.68	99.31	29.89	88.69	116.71	76.28	105.54	86.18	98.18	16.23	112.98	87.1	96.72
WBGene00227398	2.09	3.59	7.77	6.43	1.75	4.91	4.33	6	3.56	3.66	4.85	11.67	4.86	0	3.9	7.19	1.41	1.84	1.65	0
WBGene00227399	63.99	58.35	90.84	53.98	79.29	41.29	47.92	59.83	58.57	15.8	51.61	52.73	73.15	42.22	53.51	66.89	14.96	48.79	63.47	50.83
WBGene00227402	17.02	23.73	26.39	27.83	20.76	18.36	19.25	24.13	18.91	8.6	18.65	33.99	16.21	7.45	19.7	17.89	3.41	25.62	15.49	21.06
WBGene00227403	147.49	139.53	169.97	127.65	134.23	133.83	148.81	145.49	140.96	107.76	125.21	112.11	126.72	143.87	139.79	115.12	110.13	140.43	143.56	127.27
WBGene00227404	1177.67	1123.77	1258.65	1285.89	1381.03	1457.49	1335.37	1402.47	1433.61	2035.91	1526.3	1397.97	1049.27	1299.58	1514.51	1585.31	2401.84	1067.69	1305.74	1123.15
WBGene00227405	49.52	37	37.24	36.78	50.48	47.04	34.57	43.17	39.13	26.3	51.72	37.3	23.28	43.85	37.36	25.28	33.73	20.54	28.95	36.22
WBGene00227406	14.9	17.86	21.77	15.87	12.3	7.05	17.1	7.28	10.32	3.2	6.98	13.84	6.11	3.89	8.4	7.75	3.03	14.84	12.43	14.51
WBGene00227407	14.5	26.16	20.36	17.74	21.35	16.84	18.9	16.86	12.5	7.28	28.78	30.59	15.15	10.82	17.02	18.85	3.95	27.5	16.96	17.24
WBGene00227408	10.72	13.01	25.31	13	6.13	19.03	10.07	8.73	10.36	7.98	13.18	24.45	3.77	3.36	13.6	13.39	4.91	8.55	5.75	14.84
WBGene00227409	6.59	9.66	11.28	20.07	16.99	17.81	13.96	19.98	28.01	4.43	11.75	11.3	9.8	13.98	7.86	12.18	3.41	17.77	19.93	25.72
WBGene00227410	72.07	74.15	117.43	111.89	124.65	108.72	101.13	102.49	74.59	36.22	78.1	131.78	54.55	59.18	63.87	57.62	10.25	80.25	88.49	107.08
WBGene00227411	428.06	376.75	501.78	439.41	346.66	379.5	502	428.21	485.78	534.75	339.96	409.87	411.2	466.45	403.21	491.52	502.95	483.56	392.5	430.91
WBGene00227412	45.66	85.31	65.46	28.38	18.3	21.31	20.05	16.95	16.24	8.94	28.82	32.45	12.66	5.02	25.39	15.62	6.11	16.75	10.02	25.23
WBGene00227413	154.34	192.79	78.98	124.76	182.14	107.4	114.57	92.19	68.37	64.89	157.67	133.5	109.74	64.24	110.05	132.51	32.78	83.61	95.94	81.03
WBGene00227414	56.99	50.21	70.49	67.01	47.04	91.07	56.51	58.8	62.43	71.66	66.74	81.83	60.1	77.44	61.61	88.97	69.64	53	54.34	49.67
WBGene00227415	85.13	96.06	86.39	122.92	117.39	102.31	76.44	125.16	125.7	35.35	140.59	131.81	133.62	144.3	128.64	118.69	22	162.69	148.82	119.39
WBGene00227416	133.4	154.36	157.35	99.11	119.56	96.38	140.76	88.43	105.75	37.05	113.23	98.86	80.49	103.72	105.24	119.17	28.5	104.8	133.45	99.14
WBGene00227417	161.63	223.68	105.21	158.73	185.67	159.21	157.49	138.46	85.92	61.92	171.21	163.99	149.37	77.02	161.62	139.99	34.54	104.12	139.42	122.32
WBGene00227418	65.39	57.96	61.81	55.21	80.29	84.59	67.42	59.7	58.89	21.83	49.89	81.25	56.36	71.82	42.63	78.67	12.59	56.6	47.51	62
WBGene00227419	21.66	25.76	26.56	39.49	24	25.86	32.67	39.12	21.31	8.4	24.21	51.88	25.6	17.28	22.21	14.75	4.21	34.52	18.3	42.39
WBGene00227420	36.89	44.08	42.41	21.42	34.84	18.26	17.9	22.34	19.33	9.64	10.04	11.58	20.09	5.38	22.56	23.2	1.75	13.67	22.48	22.85
WBGene00227421	13.78	18.33	13.84	14.38	24.06	16.82	17.79	15.43	13.73	9.09	8.87	8	13.32	13.86	22.26	9.86	7.72	6.29	15.81	11.65
WBGene00227422	10.06	17.27	22.4	18.44	14.06	36.68	9.24	21.64	11.41	6.59	10.37	26.18	23.34	16.2	24.97	20.73	4.51	8.82	15.83	15.89
WBGene00227423	14.22	27.54	23.25	31.26	28.83	28.66	26.85	19.17	17.71	6.68	21.27	37.49	19.5	14.76	25.13	20.47	5.14	22.79	13.23	38.27
WBGene00227424	159.35	150.98	150.49	132.71	182.12	101.84	109.77	103.83	117.05	125.48	160.47	123.81	100.81	146.56	143.79	135.98	110.33	131.26	117.76	101.29
WBGene00227425	946.01	852.32	676.3	747.47	769.46	649.58	705.74	810.61	661.99	1160.74	694.11	541.4	751.04	803.06	734.61	717.4	1376.93	583.33	732.66	670.72
WBGene00227426	81.28	107.1	79.82	92.75	80.14	98.04	98.81	81.39	78.79	39.15	106.24	99.94	73.94	82.45	85.27	65.68	16.06	120.53	65.82	72.79
WBGene00227427	190.48	147.22	171.9	158.13	129.44	127.34	242.32	92.24	136.82	181.74	179.04	181.73	79.61	136.12	154.36	229.83	172.97	150.47	141.74	116.11
WBGene00227428	149.75	157.98	143.38	156.79	152.6	134.97	107.51	150.48	120.88	61.26	124.92	144.99	124.99	88.43	134.85	140.37	32.46	118.92	109.61	137.03
WBGene00227429	26.8	20.69	68.6	30.98	38.18	32.45	32.3	17.29	20.23	9.95	11.39	46.31	13.47	25.88	25.77	21.17	6.3	22.32	15.81	37.17
WBGene00227430	60.51	78.65	80.78	56.87	45.14	49.23	65.52	53.39	37.77	14.26	27.46	72.82	30.13	17.39	30.57	20.46	6.93	57.28	30.65	64.36
WBGene00227431	41.09	45.53	51.45	63.52	62.41	58.17	40.69	51.54	43.13	28.04	59.54	57.25	67.51	30.11	39.83	54.68	18.98	47.28	54.54	57.34
WBGene00227432	50.81	66.09	66.86	76.27	70.27	61.58	61.2	59.2	39.11	16.4	57.06	107.42	39.67	38.84	47.36	36.1	9.25	49.38	32.49	66.89
WBGene00227433	64.62	69.12	65.09	58.85	60.04	55.96	71.5	55.53	60.61	47.25	53.1	50.52	62.17	42.35	52.6	43.18	31.44	61.53	67.85	67.26
WBGene00227434	53.95	78.9	76.78	57.35	92.91	43.3	76.36	42.38	58.93	37.12	65.69	82.39	51.43	43.33	55.02	43.15	39.73	71.28	43.6	60.01
WBGene00227435	178.13	182.02	185.43	171.95	150.37	155.16	220.69	119.41	177.11	165.11	148.56	207.15	178.36	234.25	151.05	198.04	193.76	157.31	156.25	173.42
WBGene00227436	20.01	18.37	19.25	17.37	9.32	8.68	20.42	5.31	10.24	8.9	14.32	16.52	20.06	2.56	9.19	12.73	0	13	14.57	15.04
WBGene00227437	56.02	85.45	41.57	48.62	51.9	29.94	42.65	23.25	36.99	20.6	59.25	52.59	31.92	30.51	42.07	40.5	11.89	25.85	48.71	37.91
WBGene00227438	84.11	66.63	57.14	91.93	74.47	74.03	61.2	76.42	59.19	45.27	64.09	66.03	36.64	77.63	77.17	101.71	23.88	46.74	60.57	100.2
WBGene00227439	31.57	31.52	27.88	57.1	50.39	64.58	88.01	43.09	44.74	52.52	87.13	16.76	58.11	10.37	37.3	46.46	65.65	52.72	47.3	45.77
WBGene00227440	4.68	4.46	0	0	9.8	9.13	0	8.38	2.49	2.55	0	0	0	0	7.25	0	0	0	0	0
WBGene00227441	200.99	238.46	171.81	239.64	228.07	206.97	220.34	237.81	226.87	105.29	300.7	279.41	236.25	228.87	222.12	263.96	72.18	228.14	232.84	240.66
WBGene00227442	72.45	92.51	142	128.17	120.29	117.45	145.95	142.06	132.24	101.49	105.64	144.77	153.26	113.15	169.6	173.69	96.45	149.82	102.15	152.61
WBGene00227443	71.96	83.7	42.91	66.13	53.85	66.91	63.43	59.86	41.89	56.59	76.13	90.72	79.48	48.75	50.48	64.72	38.86	56.33	60.65	47.82
WBGene00227444	48.76	68.53	40.93	48.33	53.69	45.87	47.8	56.12	34.43	13.99	41.26	67.44	39.9	30.68	28.7	56.22	5.98	56.17	32.19	57.79
WBGene00227446	25.08	34.8	36.85	52.19	58.28	38.8	36.78	37.38	39.07	14.1	48.94	59.52	35.52	26.55	45.45	34.97	10.01	45.73	35.16	57.97
WBGene00227447	20.05	26.64	31.56	21.12	11.03	12.66	18.84	15.24	10.77	5.09	15.65	15.81	13.31	9.78	8.8	10.43	2.72	16.87	12.75	19.87
WBGene00227448	32.34	38.42	35.08	24.13	33.36	21.38	20.57	21.4	18.52	10.32	25	33.28	34.63	27.46	33.96	17.09	13.38	32.72	33.27	33.67
WBGene00227449	30.99	40.9	16.21	22.48	9.99	15.52	26	14.24	16.89	11.71	32.24	22.14	24.57	1.37	16.02	17.74	5.34	13.93	15.62	28.22
WBGene00227450	493.55	444.04	514.36	427.63	436.89	476.49	477.5	576.33	505.83	346.33	475.72	377.11	450.23	428.42	457.54	441.83	324.2	505.7	475.49	476.54
WBGene00227452	176.81	206.4	178.52	198.17	190.44	137.22	147.31	143.7	164.42	64.63	131.34	121.33	180.12	121.17	139.77	208.52	47.47	189.19	150.2	157.62
WBGene00227453	60.5	70.52	75.6	63.34	61.74	68.56	60.46	47.18	47.65	33.54	54.51	57.66	52.11	49.73	49.59	73.2	12.64	70.09	50.55	54.09
WBGene00227454	91.44	158.57	59.55	116.77	91.73	96.89	115.6	116.79	69.81	57.36	152.25	143.7	114.71	55.36	86	101.9	37.59	93.83	86.09	106.97
WBGene00227455	199.71	189.6	206.99	326.78	328.67	448.43	267.34	228.91	306.87	149.19	306.19	292.95	362.61	292.8	361.14	355.42	86.93	336.76	330.74	314.58
WBGene00227456	14.5	9.21	41.83	25.39	23.62	22.02	36.06	49.06	29.96	5.28	15.56	31.42	40.47	33.33	32.47	16.59	2.71	31.78	25.34	24.52
WBGene00227457	25.77	27.68	46	33.49	32.81	26.76	35.96	42.09	22.2	8.55	16.39	47.28	12.61	20.25	29.35	13.45	7.67	35.76	26.95	33.11
WBGene00227458	135	141.16	145.66	190.96	193.38	169.48	187.41	153.04	153.77	74.45	167.68	214.99	122.49	140.15	198.68	177.4	71.74	166.08	138.16	186.42
WBGene00227459	375.66	312.02	374.05	452.13	347.26	431.53	489.95	554.34	532.98	520.24	389.59	438.8	395.13	471.57	462.65	498.02	645.02	538.89	429.14	476.6
WBGene00227460	366.14	325.29	342.33	333.84	392.8	400.41	383.37	383.15	365.89	572.47	373.52	302.05	351.06	414.2	336.16	407.4	654.48	398.1	328.35	327.03
WBGene00227461	370.05	419.36	480.23	464.72	452.57	471.43	467.7	486.63	500.62	281.78	463.36	495.75	500.43	523.11	458.14	433.61	242.8	536.15	502.86	513.14
WBGene00227462	123.17	133.67	112.49	136.32	127.05	125.82	130.53	203.73	213.54	229.65	168.42	190.12	95.24	150.31	188.08	104.12	343.81	132.92	126.7	102.57
WBGene00227463	5.24	4.22	4.48	3.26	5.06	9.44	9.71	8.66	3.85	3.08	0	17.96	4.67	1.39	6.25	2.77	4.06	1.77	4.75	6.81
WBGene00227464	86.89	130.68	67.56	63.92	51.24	53.85	57.34	68.05	44.8	40.33	85.44	94.25	57.33	30.5	71.01	55.39	17.48	75.27	60.37	58.97
WBGene00227465	8.34	13.91	14.18	19.09	18.92	16.28	11.96	13.69	12.93	6.07	10.74	29.04	25.52	10.78	12.93	20.28	4.67	16.75	10.93	14.1
WBGene00227466	2.51	4	6.22	6.1	1.76	8.18	4.33	4.51	8.91	6.41	3.24	7.01	3.24	1.45	7.8	7.2	7.04	5.51	1.65	4.25
WBGene00227467	16.59	10.54	36.93	18.77	4.63	38.88	15.24	39.64	54.09	8.45	8.55	18.49	25.66	45.78	27.45	15.19	37.16	19.4	47.85	11.23
WBGene00227468	0	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00227469	41.62	44.49	56.15	44.86	42.28	64.04	39.1	54.24	45.59	64.72	29.24	49.21	29.26	43.5	35.21	51.98	122.9	49.77	34.73	46.94
WBGene00227470	152.17	149.32	199.26	215.86	237.57	221.42	154.15	160.4	250.6	268.77	213.31	158	224.95	128.64	222.12	235.68	340.86	189.68	158.43	121.14
WBGene00227471	89.71	92.89	95.64	98.35	125.31	100.68	127.86	97.93	98.66	28.15	75.71	129.32	81.73	85.35	103.95	111.55	36.38	90.42	97.34	87.21
WBGene00227472	144.4	113.97	155.54	156.89	214.73	121.29	160.44	133.55	166.72	193.27	120	190.41	174.09	149.95	183.02	239.96	208.68	136.15	164.89	173.36
WBGene00227473	31.59	53.05	44.25	48.88	44.72	39.22	39.63	37.49	26.91	12.11	29.91	46.65	40.44	21.65	36.34	33.77	9.84	28.44	23.86	30.44
WBGene00227474	51.31	73.08	56.89	79.13	111.21	82.92	56.87	78.19	51.41	28.97	77.48	82.18	61.56	50.85	54.87	58.73	25.76	77.56	55.67	63.84
WBGene00227475	8.18	7.8	0	16.53	25.71	15.98	0	7.33	6.52	8.93	0	0	15.81	0	38.06	7.02	20.61	0	0	27.68
WBGene00227476	28.33	20.25	54.94	51	35.08	27.66	28.83	43.84	47.23	20.39	29.86	25.12	49.78	28.87	27.96	39.8	8.65	22.58	20.26	28.32
WBGene00227477	56.13	39.47	44.38	75.87	38.56	68.29	98.25	79.15	57.72	50.24	60.45	66.68	74.71	63.47	62.79	69.52	52.56	92.79	28.95	124.53
WBGene00227478	28.98	32.69	21.2	29.7	23.95	12.75	14.06	20.48	19.53	6.24	29.97	20.48	22.09	11.26	12.66	18.22	5.49	25.05	12.84	20.72
WBGene00227479	28.09	42.52	26.56	34.72	34.62	34.42	28.45	31.58	22.25	14.43	38.31	52.19	34.07	24.69	27.33	24.59	9.25	21.73	28.16	26.09
WBGene00227480	49.72	54.73	64.95	58.86	93.9	51.96	43.41	72.77	69.23	29.82	59.53	66.35	73.09	62.79	80.36	57.71	32.94	55.26	46.82	54.49
WBGene00227481	12.46	13.86	3.85	6.72	4.35	4.06	7.15	3.72	4.42	4.54	8.03	11.58	12.05	3.58	3.22	10.7	3.49	22.77	4.08	3.51
WBGene00227482	90.17	129.79	69.27	82.82	83.97	46.24	58.03	58.75	53.25	27.84	91.51	81.23	68.66	65.96	62.15	68.81	35.19	65.88	39.4	80.11
WBGene00227483	62.59	70.42	112.94	79.62	70.23	84.16	86	84.57	82.18	18.67	60.8	93.42	74.05	61.34	51.98	42.29	6.9	97.47	80.72	89.1
WBGene00227484	55.73	50.82	80.91	103.81	81.24	108.84	91.81	99.87	79.86	107.15	135.78	74.29	74.95	45.97	105.23	74.9	97.7	69.05	90.54	61.49
WBGene00227485	131.19	135.41	102.3	105.36	112.05	114.22	94.97	83.85	97.72	31.02	103.33	121.1	106.61	66.28	93.3	74.61	25.27	102.57	115.03	110.25
WBGene00227486	25.36	31.18	27.24	27.25	26.57	36.5	29.89	14.35	14.55	9.84	14.19	18.6	19.35	14.96	26.92	33.24	5.61	21.95	18.38	16.94
WBGene00227487	22.15	24.52	21.21	24.84	11.98	22.33	27.07	17.93	16.71	30.43	24.85	19.92	13.81	39.43	35.47	19.63	31.21	15.67	22.49	19.34
WBGene00227488	28.56	50.56	26.15	47.37	45.07	38.39	33.21	38.55	28	17.01	33.68	69.26	31.55	17.27	38.54	34.39	8.72	41.47	29.91	40.78
WBGene00227489	3.39	0	0	9.59	0	6.62	5.84	0	7.2	14.8	19.64	0	19.65	5.84	0	5.82	5.69	7.43	19.99	0
WBGene00227490	113.66	102.97	116.64	93.83	97.96	94.45	113.83	118.44	119.98	88.89	124.6	76.38	102.85	111.21	122.52	71.98	73.13	166.1	139.51	103.63
WBGene00227491	58.11	78.77	57.36	62.05	64.79	35.4	38.56	45.85	42.51	23.28	41.2	74.29	35.04	49.64	57.87	49.43	8.96	49.08	31.45	43.29
WBGene00227492	30.1	37.74	13.35	29.89	34.28	29.39	33.81	25.8	21.22	15.36	36.67	31	24.03	16.93	22.33	29.21	10.99	34.43	20.59	25.46
WBGene00227493	1.84	3.94	5.11	8.53	7.69	3.58	6.32	1.64	4.39	7.01	7.09	2.56	3.55	7.91	4.27	0	10.79	8.05	5.41	3.1
WBGene00227494	37.3	21.96	52.91	39.01	27.58	34.27	22.67	31.45	27.99	10.78	29.67	97.83	33.93	11.35	54.44	37.67	11.06	38.47	30.2	44.53
WBGene00227495	2.68	3.58	1.99	9.75	5.62	6.28	10.16	9.61	7.7	9.37	8.29	19.43	5.18	4.62	7.49	10.13	8.11	9.41	8.44	4.54
WBGene00227496	6.95	8.84	0	1.87	0	18.11	7.98	0	14.78	10.12	17.91	0	0	0	0	0	0	0	18.23	7.84
WBGene00227497	38.55	37.8	36.78	55.2	32.31	51.62	72.08	35.53	37.47	25.25	55.33	49.12	51.1	30.39	68.33	52.96	14.8	33.8	69.32	63.35
WBGene00227498	932.15	723.75	1094.69	738.28	752.11	965.22	847.95	1020.35	1170.79	790	722.59	848.51	890.06	1351.42	938.51	1039.11	1250.26	1145.27	1178.99	928.29
WBGene00227499	58.91	59.51	48.93	64.67	51.58	51.51	56.02	70.89	54.68	25.92	50.96	78.41	54.39	56.1	80.45	37.74	17.72	50.11	44.96	43.13
WBGene00227500	20.38	29.32	38.51	35.74	22.56	25.53	38.4	22.04	27.79	10.49	34.17	38.57	17.84	18.56	22.66	11.88	7.75	18.54	18.15	16.91
WBGene00227501	26.87	29.12	33.23	29.81	24.28	32.92	29.03	28.32	21.84	20.71	36.64	17.62	24.44	18.17	24.51	27.14	17.7	25.4	24.86	33.86
WBGene00227502	32.01	38.86	31.46	29.85	25.22	33.12	29.21	32.35	19.49	22.7	21.14	36.6	25.38	10.38	19.52	19.73	12.87	31.18	21.52	30.54
WBGene00227505	6.29	5.45	15.57	13.26	9.59	13.41	9.2	5.47	6.49	4.37	8.84	8.5	2.95	3.29	5.32	6.55	0.64	5.02	6	8.39
WBGene00227506	8.09	19.84	21.45	15.58	9.69	12.8	14.6	14.5	7.17	6.52	7.45	23.63	7.45	0.66	8.37	8.6	3.24	5.07	10.61	11.74
WBGene00227507	70.54	54.2	103.52	113.19	66.18	90.47	81.59	92.44	82.27	47.13	87.47	85.1	77.34	78.07	115.93	101.24	37.14	108.48	89.03	92.61
WBGene00227508	61.03	61.47	76.76	59.65	80.92	43.1	48.69	55.61	48.39	16.19	46.64	76.88	38.66	28.54	22.46	21.32	12.74	45.35	43.4	50.16
WBGene00227509	77.35	86.66	96.91	90.95	92.62	84.36	76.12	81	82.77	23.58	69.88	70	58.26	69.3	76.34	96.6	18.56	77.08	96.81	76.47
WBGene00227510	114.63	138.89	89.67	132.29	98.39	99.79	104.65	111.36	80.75	42.98	88.06	107.78	117.47	107.17	107.1	101.97	16.24	118.07	78.77	91.11
WBGene00227511	139.68	135.37	194.33	204.17	165.84	204.58	140.32	212.74	247.49	222.41	166.42	175.18	166.51	184.67	213.01	187.88	293.32	127.58	132.77	153.58
WBGene00227512	23.08	30.52	24.86	19.26	6.24	14.54	23.08	5.34	14.25	8.13	17.26	24.9	28.79	17.98	13.86	12.78	12.51	13.06	5.86	12.59
WBGene00227513	103.04	114.77	128.81	116.33	138.45	118.1	79.08	86.29	88.7	24.46	90.88	78.03	82.27	119.74	105.95	71.16	20.7	100.66	105.72	87.15
WBGene00227514	11.21	14.79	14.39	17.42	16.26	11.79	10.39	7.72	5.04	11.3	6.66	21.63	3.33	7.43	9.36	10.36	11.59	11.34	5.09	14.58
WBGene00227515	63.07	68.06	70.64	73.1	54.85	88.3	61.48	68.23	77.17	37.68	36.79	86.23	64.41	49.25	95.97	49.04	39.98	41.74	56.16	60.39
WBGene00227516	80.77	100.45	49.61	77.61	78.45	77.3	84.74	99.68	65.11	113.59	97.15	81.99	101.33	63.64	96.23	85.42	80.87	89.11	79.94	76.91
WBGene00227517	127.77	136.49	147.11	210.12	221.56	197.89	227.62	252.63	358.32	437.75	331.99	110.51	349.19	258.32	273.32	226.96	384.89	367	320.59	313.02
WBGene00227519	178.63	232.87	150.72	223.55	177.23	134.75	193.58	175.49	144.94	97.82	249.44	238.84	208.69	161.22	200.22	172	72.92	151.26	201.36	201.45
WBGene00227520	0.76	0.87	0.56	2.21	1.27	1.19	0.52	1.63	0.97	0.83	1.17	0.85	0.59	1.05	0.94	0.52	0.51	0	1.79	0.51
WBGene00227522	827.61	1133.13	526.13	598.45	694.49	594.65	707.7	796.71	505.27	281.72	777.07	811.1	765.74	497.22	659.27	513.61	135.81	637.96	675.68	633.61
WBGene00227523	34.03	40.55	63.12	48.13	59.42	99.68	117.2	81.3	36.18	43.35	43.83	47.42	43.85	48.9	61.57	68.17	47.64	74.59	78.07	47.97
WBGene00227524	18.39	26.58	27.51	17.74	18.64	12.74	13.28	15.94	16.08	5.51	13.75	14.88	13.76	13.3	11.04	15.28	2.99	15.6	10.5	9.03
WBGene00227525	34.42	46.72	49.04	36.28	33.46	29.04	29.4	30.59	27.81	9.32	31.92	50.65	21.29	6.65	17.08	11.35	3.7	39.84	25.99	41.92
WBGene00227526	488.19	440.09	426.17	615.12	754.45	703.15	608.67	482.9	578.88	1060.02	640.21	492.52	555.12	552.35	602.96	728.28	1183.82	460.02	486.55	549.3
WBGene00227527	16.01	13.17	23.3	15.48	15.79	14.71	19.46	10.13	14.69	5.83	20.62	15.75	10.92	14.08	11.69	14.02	6.33	28.91	16.05	18.06
WBGene00227528	21.28	35.23	4.16	40.74	56.32	17.5	30.86	28.1	25	13.45	25.97	37.46	43.3	11.59	27.79	38.46	7.53	49.1	30.84	18.95
WBGene00227529	28.14	33.53	48.64	35.41	29.48	39.96	31.94	34.38	28.55	14.66	39.54	53.47	23.49	19.85	24.79	16.47	11.82	28.04	33.95	38.94
WBGene00227530	51.08	54.85	32.67	42.71	66.43	55.03	82.91	52.6	51.18	16.67	49.91	65.45	70.37	50.62	45.53	46.38	5.92	48.91	50.8	59.59
WBGene00227533	33.5	41.2	46.11	28.39	38.49	12.66	20.47	29.04	9.76	8.85	10.44	15.06	16.71	9.32	18.43	14.84	5.45	16.58	14.88	18.28
WBGene00227534	110.21	123.38	152.14	132.59	128.89	130.13	132.41	114.81	92.64	110.54	123.8	57.14	118.91	88.4	127.2	132.03	94.73	123.6	141.13	95.38
WBGene00227535	121.91	137.22	97.11	101.33	51.95	115.67	85.4	83.92	123.01	62.42	95.82	103.66	111.84	90.27	83.32	85.15	39.34	96.63	97.53	95.54
WBGene00227536	248.95	224.98	195.92	259.59	325.17	273.6	274.68	185.38	224.56	135.32	212.39	222.26	274.99	204.43	220.62	284.98	206.4	193.72	224.66	240.64
WBGene00227537	21.75	31.56	11	42.75	20.71	30.88	34.04	28.34	26.8	13.49	26.74	41.32	32.48	25.57	33.73	25.46	6.64	45.5	52.48	50.16
WBGene00227538	215.38	252.63	277.7	204.34	188.84	161.08	247.27	279.18	252.52	202.64	218.4	195.83	239.18	210.73	248.74	194.1	189.9	214.3	231.31	248.06
WBGene00227539	35.57	35.58	60.28	39.4	55.21	41.16	39.32	31.47	29.88	11.99	37.33	51.4	47.54	25.75	32.69	21.11	10.33	59.68	39.73	37.14
WBGene00227540	15.31	20.63	26.44	27.31	26.54	22.68	19.09	17.97	8.98	6.05	21.42	27.95	23.47	8.19	14.73	14.5	2.66	15.04	9.34	24.11
WBGene00227541	131.85	174.75	142.39	153.29	121.1	134.03	127.52	132.69	113.77	43.38	155.29	173.66	120.45	94.99	112.04	134.91	16.69	124.71	111.88	135.96
WBGene00227542	10.89	12.46	16.17	20.25	13.7	21.28	30.02	3.9	26.64	13.08	21.05	30.36	8.42	11.27	20.28	7.48	14.64	14.33	17.14	29.49
WBGene00227543	103.99	92.22	141.63	120.23	107.56	154.23	151.88	115.57	118.95	34.49	96.64	117.39	76.34	122.58	112.28	94.93	26.54	132.73	113.9	93.52
WBGene00227544	249.64	264.52	258.3	248.42	170.89	217.54	174.71	203.17	199.84	115.11	238.29	238.39	192.26	205.82	274.57	266.42	103.6	213.66	266.01	235.54
WBGene00227545	97.16	153.05	108.84	87.71	67.42	64.07	71.71	66.7	57.68	23.42	74.36	82.64	59.76	59.84	65.56	59.58	8.48	82.98	57.07	70.44
WBGene00227546	57.27	80.41	76.33	64.3	54.61	62.95	44.88	72.5	51.77	14.98	66.25	74.54	58.33	29.57	44.67	32.97	19.59	64.64	33.72	55.69
WBGene00227547	7.33	4.72	21.33	14.26	9.97	8.52	11.61	8.52	6.95	3.46	5.36	14.36	6.13	6.84	12.3	4.08	0	10.43	4.68	14.08
WBGene00227548	42.88	58.11	51.47	39.42	35.24	34.48	33.31	33.15	26.82	18.36	24.37	32.81	16.25	13.05	23.47	20.21	5.65	44.24	21.5	21.34
WBGene00227549	195.52	313.8	143.79	138.23	129.93	126.04	111.15	158.73	99.22	76.51	188.89	217.79	170.63	100.39	146.22	137.99	40.4	163.68	112	149.32
WBGene00227550	117.65	106.31	147.77	114.91	120.69	100.52	122.41	129.56	126.38	46.83	94.71	112.71	125.56	169.07	133.05	130.47	32.94	128.95	110.87	107.8
WBGene00227551	113.21	134.05	92.85	105.48	89.89	51.2	84.15	93.96	89.32	35.13	92.1	89.68	105.97	49.32	107.2	90.04	16.02	67.92	82.03	72.57
WBGene00227552	59.8	49.48	57.22	50.77	70.93	55.82	49.23	40.44	53.18	28.75	47.96	50.32	49.44	54.48	63	52.96	25.28	47.82	69.53	36.9
WBGene00227553	24.84	30.87	52.5	36.6	38.21	28.25	28.16	31.55	25.07	7.55	15.8	47.32	15.8	11.93	24.38	22.68	6.34	27.57	13.6	28.72
